220,0.5,23762,4.650253357,11.76250914,5.591821071,3.689783357,3.348493643,3.646750857,,,,,,
230,0.5,25992,4.967664071,12.62464071,6.084184,3.866742786,3.527042429,3.812628,,,,,,
240,0.5,28322,5.161372429,13.59544043,6.391725214,4.119186643,3.773966,4.069818714,,,,,,
250,0.5,30752,5.581387571,14.628572,6.833904714,4.429550571,4.019990714,4.359753857,,,,,,
260,0.5,33282,7.094586786,15.58726507,7.335195643,4.664179286,4.287468714,4.636264786,,,,,,
270,0.5,35912,7.575992929,16.91714843,7.719643357,4.995766714,4.528642,4.914386,,,,,,
280,0.5,38642,7.923388214,17.90969436,8.220202643,5.306569786,4.847913786,5.170405214,,,,,,
290,0.5,41472,8.388798429,19.23763329,8.731196286,5.632156286,5.063389071,5.475918143,,,,,,
300,0.5,44402,8.952421714,21.07290657,9.555439071,6.209621929,5.566373929,6.052756643,,,,,,
310,0.5,47432,9.7499,22.64954621,10.09984643,6.4679205,5.947036929,6.328222214,,,,,,
320,0.5,50562,10.058215,24.35760429,10.7397485,6.763793929,6.070258214,6.495960429,,,,,,
330,0.5,53792,10.59841929,25.80955921,11.22052736,7.164320929,6.350972,6.952567714,,,,,,
340,0.5,57122,11.28597486,26.80856593,11.77348679,7.700866357,6.706731286,7.063075857,,,,,,
350,0.5,60552,11.62189079,28.10258943,12.17401364,7.761065643,7.034554786,7.508642571,,,,,,
360,0.5,64082,12.13188057,30.132156,12.85538021,8.277181714,7.4238535,7.8769685,,,,,,
370,0.5,67712,12.65788707,31.61583121,13.509752,8.607640214,7.581722429,7.9360175,,,,,,
380,0.5,71442,12.8063885,32.25993621,13.94135107,9.1782055,8.537655071,9.094629214,,,,,,
390,0.5,75272,14.05072986,36.27875586,15.95640643,9.503143643,8.574058929,9.013018071,,,,,,
400,0.5,79202,14.86671371,37.33459557,16.39206186,10.41169486,8.854375643,9.956886143,,,,,,
410,0.5,83232,15.30006907,40.44766593,16.317435,10.54095914,9.421930071,9.862687643,,,,,,
420,0.5,87362,15.62789271,40.5698,16.98284707,10.73059021,9.500509071,9.898317643,,,,,,
430,0.5,91592,15.9791565,41.81746643,17.63581786,11.33854221,9.845667,10.38547386,,,,,,
440,0.5,95922,16.56084557,45.76858007,18.6486045,11.87328914,10.41232236,10.97611307,,,,,,
450,0.5,100352,17.37498929,47.10686921,18.83062421,11.88828157,10.64937664,11.20072571,,,,,,
460,0.5,104882,18.12878721,49.58555736,19.81852807,12.59904714,10.80584443,11.67015057,,,,,,
470,0.5,109512,18.44605143,50.78582121,20.45805393,12.93354079,11.61407036,11.88159029,,,,,,
480,0.5,114242,20.21175764,52.51815543,21.11391057,13.3953755,11.68572836,11.93988679,,,,,,
490,0.5,119072,19.401608,53.18277314,21.26475386,13.38349871,11.85108293,12.62461971,,,,,,
500,0.5,124002,20.34242321,57.0043925,22.60540586,14.309656,12.59904707,12.96337907,,,,,,
510,0.5,129032,21.16007929,59.42292343,23.13151679,14.92998664,13.09925121,13.72491371,,,,,,
520,0.5,134162,27.80387207,63.42185786,24.46970164,15.50655321,13.15972221,14.5028415,,,,,,
530,0.5,139392,28.35446857,64.89373971,25.52150579,15.6717615,13.8863165,14.51607743,,,,,,
540,0.5,144722,28.34669014,65.76272964,25.71713793,16.67014121,14.73247279,15.28877786,,,,,,
550,0.5,150152,29.57005914,68.266635,26.45736514,16.98328621,14.99647979,14.94033707,,,,,,
560,0.5,155682,29.53501443,70.20476343,27.88506479,17.65948807,14.93889414,15.52382464,,,,,,
570,0.5,161312,31.66279464,72.42636593,28.01581379,17.66647171,15.56106507,15.89842364,,,,,,
580,0.5,167042,31.12677207,74.95697286,28.50924271,18.00075657,15.6221425,16.36835007,,,,,,
590,0.5,172872,33.11194764,81.67758807,29.795655,19.0328635,16.70342971,17.62626229,,,,,,
600,0.5,178802,34.41931107,82.69913593,31.4534875,19.14205464,17.02870221,17.92704957,,,,,,
610,0.5,184832,34.14487021,82.52065014,31.64771864,19.69739757,17.18052836,17.82040979,,,,,,
620,0.5,190962,34.96143914,85.69611507,32.35593307,20.09324071,17.69923743,18.40776557,,,,,,
630,0.5,197192,35.78219036,87.67602121,33.16844571,20.88164443,18.31287693,18.83204607,,,,,,
640,0.5,203522,36.75495521,91.3676655,34.12258029,21.44524671,18.71601757,19.42734786,,,,,,
650,0.5,209952,37.75189243,93.64311064,35.42670286,21.994108,19.18617429,19.726295,,,,,,
660,0.5,216482,38.47955293,96.84186921,36.30526957,22.69648871,20.00303621,20.57510721,,,,,,
670,0.5,223112,39.57244486,100.029943,37.49388636,23.29291957,20.30591443,21.07248821,,,,,,
680,0.5,229842,40.508367,103.7038346,38.49040536,24.034527,20.98876543,21.64152707,,,,,,
690,0.5,236672,41.61296864,108.9809844,38.98853921,24.41617257,21.095259,21.89811129,,,,,,
700,0.5,243602,42.24594979,108.651007,39.89709036,24.7803165,21.79055107,22.49742757,,,,,,
710,0.5,250632,43.35895686,112.1519539,40.95627571,25.61373893,22.42123207,23.03202829,,,,,,
720,0.5,257762,44.47346964,118.0748817,43.24090043,26.89341779,23.05013621,24.16464871,,,,,,
730,0.5,264992,46.14777914,119.4717809,43.11228407,26.76768736,23.96498107,24.43695679,,,,,,
740,0.5,272322,47.14245771,124.9445002,45.83319129,27.47732386,24.09761179,24.72059821,,,,,,
750,0.5,279752,48.19905057,126.4780031,45.19590264,28.69450364,25.16877886,25.43970643,,,,,,
760,0.5,287282,48.1373455,129.2103689,47.66206593,29.384861,25.71812064,26.50598057,,,,,,
770,0.5,294912,49.43613621,136.4550884,49.09185643,30.60806314,25.95944036,26.40452614,,,,,,
780,0.5,302642,50.59541686,136.2937901,49.7067715,31.00733536,26.62897193,26.98282836,,,,,,
790,0.5,310472,51.66861186,141.8151244,50.68873714,33.87124457,28.08519229,28.71652171,,,,,,
800,0.5,318402,54.29168186,149.0441612,53.00853186,32.6034005,28.47708371,29.24271657,,,,,,
810,0.5,326432,54.74002943,150.3024077,52.43043886,33.48635829,28.92139543,29.23456164,,,,,,
820,0.5,334562,55.15519343,153.9146994,54.75817936,34.39102029,30.08356171,30.25215743,,,,,,
830,0.5,342792,56.57394357,155.1386956,54.61300264,35.261411,29.687363,30.35005707,,,,,,
840,0.5,351122,57.04744593,159.5078378,55.5396825,34.60515729,30.401307,30.89887636,,,,,,
850,0.5,359552,58.216282,162.4986276,57.12033729,35.99593014,31.10191036,31.60249079,,,,,,
860,0.5,368082,59.24544079,166.4618484,58.25772514,36.576365,31.65890529,32.38612671,,,,,,
870,0.5,376712,60.54435693,170.5013269,59.22517943,37.042779,32.50548,32.95658771,,,,,,
880,0.5,385442,61.76237336,175.8712953,60.89277686,37.88625857,33.31429143,33.6649695,,,,,,
890,0.5,394272,62.91506714,180.0461017,61.815484,38.88074914,33.826644,34.29447964,,,,,,
900,0.5,403202,64.30749186,181.8205065,63.10256493,39.88761821,34.57690807,35.1229465,,,,,,
910,0.5,412232,65.21798771,187.3996355,64.49490636,40.38849114,35.1507775,35.72832693,,,,,,
920,0.5,421362,66.62419193,193.3945349,65.85318529,41.15638243,36.00109486,36.46573129,,,,,,
930,0.5,430592,68.080266,196.5821069,67.72396321,42.32164321,37.20683679,37.14948136,,,,,,
940,0.5,439922,68.99628207,201.3461931,68.73001679,42.83006443,37.51954271,38.11110171,,,,,,
950,0.5,449352,70.48129543,207.6794546,70.17147486,43.83306543,38.28578221,38.8482345,,,,,,
960,0.5,458882,71.67457529,211.0589574,71.06936221,44.70864193,39.08599964,39.45311279,,,,,,
970,0.5,468512,73.05832236,215.8553911,72.91143107,45.4947245,40.01119507,40.13640271,,,,,,
980,0.5,478242,74.16470093,221.3414299,74.27190557,46.58059079,40.72915343,40.86556907,,,,,,
990,0.5,488072,75.67545421,227.3485404,75.79834121,47.96408707,41.46674614,41.81920171,,,,,,
